C,Paso,Key,Issue Type,Status,Priority,Summary,Description,Reporter,Assignee,Fecha del d¡a,Fecha de creaci¢n (Created),Fecha de inicio,D¡as Transcurridos al d¡a,Fecha prometida  vs NS,Fecha prometida   (Due Date),D¡as retraso vs Fecha prometida NS,D¡as retraso vs Fecha prometida (Due Date),D¡as en Diagn¢stico,Fecha de cierre (Resolved),Cumpli¢ NS,Cumpli¢ FP,D¡as efectivos,Labels,Nivel de servicio,Fecha reincidencia 1,Fecha reincidencia 2,Fecha reincidencia 3,Fecha reincidencia 4,Sow3,Fecha autorizaci¢n,D¡as en Autorizaci¢n
,Q2,BXMPRJ-1200,Question,Investigating,High,Diferencias contables vs operativas (reporteria),"En el reporte Imp.de todos los reportes Of. (COFIW100) - Asignaci¢n. Se tienen diferencias en las compras en la columna de monto. 

En la p¢liza 3 (Compra de capitales por cuenta propia ), se tienen registros de garantias las cuales se deben de presentar en la p¢liza 19. 
En la p¢liza 71 (faltan registros contables)",Jocelyn Vazquez,Jocelyn Vazquez,16/02/2015,30/01/2015,03/02/2015, 14 ,04/02/2015,,12,Sin Fecha,17,,No Cumpli¢,Sin Fecha,17,CICLO4,1,,,,,,,
1,Q2,BXMPRJ-1199,Question,Investigating,High,REPLICAR LOS CAMBIOS DE LA 9060 A TODAS LAS DEMAS MESAS,"Cuando fueron creadas las mesas 9060, 9065, 11255, 11332 y 11322 en una junta en Polanco ante Fernando P‚rez que los cambios que se efectuaran un una mesa se replicaran en todas las dem s, es decir que ninguna  rea tiene por duplicar sus actividades como las ""tasas operativas"" o ""l¡mites"", ayer en la 11255 no exist¡a tasas y SHF rompi¢ limites. 
De lo contrario cada  rea estar  realizando su actividad hasta 5 veces.",Martin Cruz,Giordy Palacios,16/02/2015,30/01/2015,03/02/2015, 14 ,04/02/2015,,12,Sin Fecha,17,,No Cumpli¢,Sin Fecha,17,"CICLO4, D2",1,,,,,,,
1,Q1,BXMPRJ-1197,Question,Open,High,"Errores en Reportes de Posiciones, de Operaciones y de Liquidaciones","El Reporte de Posicion presenta errores en los precios, presenta contratos en cortos, las cunetas concentradoras con posicion negativa, el total de compras y ventas no checa con el reporte de operaciones. 

Los Reportes de Operaciones y Liquidaciones de fondos no cuadran con los reportes de valores: 
*En el reporte de fondos los precios de fondos fecha valor est n al cierre del 28 y en el de valores los precios de los fondos fecha valor est n al incio del 28. 
* En el reporte de fondos hay una operaci¢n que no tiene precio isolido) y en el de reporte de valores no aparece. 
*En las operaciones por liquidar hay una del Saurort, el precio esta incorrecto, tomo el precio de cierre del 28, debiendo ser el del cierre del mi‚rcoles 23 que fue de 1.065191. 
*En el reporte de fondos aparece una cpa del +tasaus por 100,000 titulos, se reviso los movimientos del cliente y la cpa fue por 100,000.00 pesos lo que represento 80,207 titulos. 

ya se le comento a gerardo y asigno a sergio rangel para su analisis, estamos en espera de la respuesta. 
",Juan Carlos Fern ndez,Gerardo Gomez,16/02/2015,30/01/2015,03/02/2015, 14 ,04/02/2015,,12,Sin Fecha,17,,No Cumpli¢,Sin Fecha,17,,1,,,,,,,
c,Q1,BXMPRJ-1196,Question,Closed,High,REINCIDENCIA (ant.435) Bloqueado por otro usuario,"REINCIDENCIA JIRA435, al estar capturando en el m¢dulo de ""Mesa"" capturando una orden y me qued‚ bloqueado por otro usuario que se encontraba en el m¢dulo de ""liquidaciones"" (Rosa Isela). 
Ese otro JIRA que est  referenciado con ‚ste es el 435, pero en esa ocasi¢n estaba ajustando canasta.",Martin Cruz,Jacqueline Barradas,16/02/2015,30/01/2015,03/02/2015, 14 ,04/02/2015,,9,Sin Fecha,17,13/02/2015,No Cumpli¢,Sin Fecha,14,CICLO4,1,,,,,,,
1,Q1,BXMPRJ-1195,Question,Open,High,Error en Precios del BX+MP,"en el fondo BX+MP los precios estan mal, aparecen desfasados, este fondo para las compras liquida mismo dia y en las ventas liquida 48 hrs. con el precio del dia que liquido. 

Ya se le comento a Gerardo y esta pendiente de resolver.",Juan Carlos Fern ndez,Gerardo Gomez,16/02/2015,30/01/2015,03/02/2015, 14 ,04/02/2015,,12,Sin Fecha,17,,No Cumpli¢,Sin Fecha,17,,1,,,,,,,
,Q1,BXMPRJ-1193,Question,Open,High,Reporte de Cartera global de clientes,"
El sistema TAS, actualmente cuenta con una consulta individual de cartera de cada cliente. Se solicita un reporte que incorpore la consulta global de cartera detallada de todos los clientes. El detalle del reporte requerido es lo siguiente: 

1. Tipo posici¢n: Las opciones son ""Directo"", ""Reporto"", ""Garant¡a. 
2. Tipo cliente: Identifica a la cuenta, para determinar se la cuenta pertenece a un ""Cliente"", ""Proveedor (intermediario)"" o ""Posici¢n Propia"". 
3. Regional: Se refiere a la regional a la que pertenece el promotor que tiene asignada la cuenta. 
4. Clave Promotor: Se refiere a la clave del promotor que tiene asignada la cuenta. 
5. Nombre del Promotor: Se refiere al nombre del promotor que tiene asignada la cuenta. 
6. N£mero de Contrato: Se refiere al n£mero de contrato asignado al cliente. 
7. Nombre del cliente: Se refiere al nombre del titular de contrato. 
8. Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 
9. Servicio de Ejecuci¢n: Se refiera a indicar si la posici¢n proviene de este servicio 
10. Tipo de Contrato: Discrecional o No discrecional. 
11. Tipo de cliente: Se refiere a la personalidad Jur¡dica. F¡sica o Moral 
12. Tipo de Mercado: Se refiere al mercado al que pertenece el valor 
13. Tipo Valor: Se refiere al tipo de valor seg£n el cat logo de emisoras registradas en TAS 
14. Emisora: Se refiere a la clave de la emisi¢n 
15. Serie: Se refiere a la serie de la emisi¢n 
16. D¡as por Vencer: Se refiere a los d¡as que la emisora tiene por vencer, cabe se¤alar que solo aplica en Mercado de Dinero y Obligaciones. Cuando se trate de Reportos los d¡as por vencer son los d¡as del plazo del reporto. 
17. N£mero de t¡tulos: Se refiere a la cantidad en t¡tulos que el cliente tiene en posici¢n de cada emisora. 
18. Precio a Mercado: Se refiere al precio unitario de vector por emisora serie 
19. Valuaci¢n: Se refiere a la multiplicaci¢n de ""N£mero de T¡tulos"" por """"Precio de Mercado"" 
20. Fideicomiso: Identifica si la cuenta pertenece a un Fideicomiso 
21. Perfil del producto: Se refiere al perfil de producto, conforme a lo estipulado en segundo p rrafo del art¡culo 4 de las disposiciones de Servicios de Inversi¢n, el cual se toma del vector de Valmer. 
22. Calificaci¢n: Se refiere a la calificaci¢n del Valor que se actualiza autom ticamente del vector 
23. Plazo de Fondo: Se refiere al Plazo del fondo cuando se trata de Sociedades de Inversi¢n de deuda. Las opciones son (Corto, Mediano y Largo Plazo) 
24. Custodia Externa: Identifica si la cuenta tiene la marca de Custodia Externa 

Se anexa ejemplo en excel. 

Ya se tiene la autorizaci¢n de Juan Carlos Jaques el d¡a 30 de enero 2015",Cesar Guzm n,Gerardo Gomez,16/02/2015,30/01/2015,03/02/2015, 14 ,04/02/2015,,12,Sin Fecha,17,,No Cumpli¢,Sin Fecha,17,CICLO4,1,,,,,,,
c,Q1,BXMPRJ-1190,Question,Closed,High,PROBLEMAS PARA CAPTURAR 91TIE28B CREAL11,"Descripci¢n de Escenario de Prueba: 
Se trata de capturar una operaci¢n con un ""91Creal11"", en donde se conoce el plazo y la emisi¢n para poder capturar dicha operaci¢n, es decir capturo plazo o capturo emisi¢n, por lo que se opta por capturar plazo sin embargo de esta forma arroja un mensaje tal vez err¢neo pero nos deja continuar. 
Si cambiamos la manera de capturar la operaci¢n, es decir s¡ seleccionamos emisi¢n (91Creal11) podemos continuar sin problema alguno. 
En Ambos casos al intentar asignar, el precio es incorrecto... 
Buscamos una tercera opci¢n y consiste en llegar al plazo para capturarlo correctamente y cuando despliegue la emisi¢n dejar el combo en blanco, es decir desplazarlo hacia arriba, a partir del paso 12 se muestra evidencia. 
Se documenta a continuaci¢n la primera y la segunda opci¢n. 
",Martin Cruz,Carmen M‚ndez,16/02/2015,30/01/2015,03/02/2015, 14 ,04/02/2015,09/02/2015,12,7,17,16/02/2015,No Cumpli¢,No Cumpli¢,17,CICLO4,1,,,,,,,
1,Q1,BXMPRJ-1165,Question,Delivered,High,Regla 19 de Garant¡as y Pr‚stamos no esta generando contabilidad,"Al correr contabilidad de la regla 19 GArant¡as y Pr‚stamos no esta generando registros contables, en el ambiente de TAS Producci¢n en BX+ para la Casa de Bolsa.",Arturo Saldivar,Arturo Saldivar,16/02/2015,23/01/2015,09/02/2015, 7 ,10/02/2015,05/02/2015,6,11,24,,No Cumpli¢,No Cumpli¢,24,CICLO4,1,,,,,,,
,Q1,BXMPRJ-1165,Question,Delivered,High,Regla 19 de Garant¡as y Pr‚stamos no esta generando contabilidad,"Al correr contabilidad de la regla 19 GArant¡as y Pr‚stamos no esta generando registros contables, en el ambiente de TAS Producci¢n en BX+ para la Casa de Bolsa.",Arturo Saldivar,Francisco Morales L¢pez,16/02/2015,23/01/2015,06/02/2015, 10 ,07/02/2015,05/02/2015,1,4,24,09/02/2015,No Cumpli¢,No Cumpli¢,17,CICLO4,1,,,,,,,
,Q1,BXMPRJ-1165,Question,Delivered,High,Regla 19 de Garant¡as y Pr‚stamos no esta generando contabilidad,"Al correr contabilidad de la regla 19 GArant¡as y Pr‚stamos no esta generando registros contables, en el ambiente de TAS Producci¢n en BX+ para la Casa de Bolsa.",Arturo Saldivar,Arturo Saldivar,16/02/2015,23/01/2015,03/02/2015, 14 ,04/02/2015,05/02/2015,2,1,24,06/02/2015,No Cumpli¢,No Cumpli¢,14,CICLO4,1,,,,,,,
,Q1,BXMPRJ-1165,Question,In Progress,High,Regla 19 de Garant¡as y Pr‚stamos no esta generando contabilidad,"Al correr contabilidad de la regla 19 GArant¡as y Pr‚stamos no esta generando registros contables, en el ambiente de TAS Producci¢n en BX+ para la Casa de Bolsa.",Arturo Saldivar,Carmen M‚ndez,16/02/2015,23/01/2015,06/02/2015, 10 ,07/02/2015,05/02/2015,8,11,24,,No Cumpli¢,No Cumpli¢,24,CICLO4,1,,,,,,,
1,Q3,BXMPRJ-1163,Question,In Progress,High,Parametrizacion y validacion de cifras para revision de Edos de Cta.,"Se requiere definir la parametrizaci¢n y posterior revisi¢n de los campos para revisi¢n de Edos. de Cta. TAS. contemplando la siguiente informaci¢n: 
- Capital promedio invertido 
- Saldo al mes actual y anterior 
- Cuadro de comisiones divididas de acuerdo a practicas de Venta 
- Ganancia y p‚rdida 
- Resumen Fiscal 
- Dividendos en Efectivo 
- SIC 
- Retenci¢n ISR SIC 
- Intereses y cupones cobrados x directos 
- Premios reporto 
- ISR Retenido Mensual 
- IVA 
- Enajenaci¢n de Acciones 
- Resumen Fiscal y BMV 
",Christian Ramirez,Jes£s Villase¤or,16/02/2015,23/01/2015,03/02/2015, 14 ,04/02/2015,,12,Sin Fecha,24,,No Cumpli¢,Sin Fecha,24,MIGRACION_4,1,,,,,,,
,Q1,BXMPRJ-1158,Question,Delivered,High,SOLICITUD DE AUTORIZACION INNECESARIA,"Al momento de revisar si existen ¢rdenes pendientes por autorizar nos encontramos con 3, de las cuales solo una requiere autorizaci¢n, aparentemente ya que TAS no cuenta son mensajes informativos del por que se requiere autorizaci¢n. 

Se adjunta evidencia.",Martin Cruz,Carmen M‚ndez,16/02/2015,22/01/2015,03/02/2015, 14 ,04/02/2015,,0,Sin Fecha,25,04/02/2015,Cumpli¢,Sin Fecha,13,CICLO4,1,,,,,,,
,Q1,BXMPRJ-1158,Question,Open,High,SOLICITUD DE AUTORIZACION INNECESARIA,"Al momento de revisar si existen ¢rdenes pendientes por autorizar nos encontramos con 3, de las cuales solo una requiere autorizaci¢n, aparentemente ya que TAS no cuenta son mensajes informativos del por que se requiere autorizaci¢n. 

Se adjunta evidencia.",Martin Cruz,Francisco Morales L¢pez,16/02/2015,22/01/2015,04/02/2015, 12 ,05/02/2015,,0,Sin Fecha,25,05/02/2015,Cumpli¢,Sin Fecha,14,CICLO4,1,,,,,,,
,Q1,BXMPRJ-1158,Question,Delivered,High,SOLICITUD DE AUTORIZACION INNECESARIA,"Al momento de revisar si existen ¢rdenes pendientes por autorizar nos encontramos con 3, de las cuales solo una requiere autorizaci¢n, aparentemente ya que TAS no cuenta son mensajes informativos del por que se requiere autorizaci¢n. 

Se adjunta evidencia.",Martin Cruz,Francisco Morales L¢pez,16/02/2015,22/01/2015,05/02/2015, 11 ,06/02/2015,,2,Sin Fecha,25,09/02/2015,No Cumpli¢,Sin Fecha,18,CICLO4,1,,,,,,,
1,Q4,BXMPRJ-1143,Question,Delivered,Medium,No viajan las ordenes H2H de reportos con clientes,"Conforme a las pruebas realizadas en H2H, No viajan las ordenes de reporto con intermediarios financieros.",Agustin Gutierrez,Antonio Laija Olmedo,16/02/2015,21/01/2015,03/02/2015, 14 ,04/02/2015,,12,Sin Fecha,26,,No Cumpli¢,Sin Fecha,26,ciclo4,1,,,,,,,
,Q4,BXMPRJ-1123,Question,Delivered,Medium,Dep¢sitos F¡sicos realizado en TAS no reflejados en FIABLE,"Se observan 8 dep¢sitos f¡sicos realizados en TAS, que no se reflejaron en Fiable. 

Favor de vaidar y explicar la raz¢n de las diferencias",Cesar Guzm n,Cesar Guzm n,16/02/2015,15/01/2015,03/02/2015, 14 ,16/01/2015,,18,Sin Fecha,32,03/02/2015,No Cumpli¢,Sin Fecha,18,"CICLO4, PruebasD2",,,,,,,,
,Q5,BXMPRJ-1123,Question,Failed Test,Medium,Dep¢sitos F¡sicos realizado en TAS no reflejados en FIABLE,"Se observan 8 dep¢sitos f¡sicos realizados en TAS, que no se reflejaron en Fiable. 

Favor de vaidar y explicar la raz¢n de las diferencias",Cesar Guzm n,Sergio Rangel,16/02/2015,15/01/2015,03/02/2015, 14 ,04/02/2015,,0,Sin Fecha,32,04/02/2015,Cumpli¢,Sin Fecha,20,"CICLO4, PruebasD2",1,03/02/2015,,,,,,
1,Q5,BXMPRJ-1123,Question,Failed Test,Medium,Dep¢sitos F¡sicos realizado en TAS no reflejados en FIABLE,"Se observan 8 dep¢sitos f¡sicos realizados en TAS, que no se reflejaron en Fiable. 

Favor de vaidar y explicar la raz¢n de las diferencias",Cesar Guzm n,Edgar Richter,16/02/2015,15/01/2015,04/02/2015, 12 ,05/02/2015,04/02/2015,11,12,32,,No Cumpli¢,No Cumpli¢,32,"CICLO4, PruebasD2",1,03/02/2015,,,,,,
,Q4,BXMPRJ-1121,Question,In Progress,Medium,Identificacion de reportes regulatorios,"Requiero identificar la totalidad de los reportes regulatorios generados en TAS ya que de acuerdo a la tabla anexa, solo he identificado 3 de los 7 que integran la parte de mercado de dinero, los reportes que falta por identificar son: 
CVT-ME Compra-Venta de T¡tulos de Deuda M.E. 
CVT-IN Incumplimiento de Operaciones con T¡tulos 
TR-P Transferencias de Custodia de T¡tulos de Deuda M.N. con BM y CB 
R-ME Reportos de T¡tulos de Deuda M.E. 

Solicito me indiquen si TAS los genera y de ser as¡ que nombre les asigna.",Erick V zquez,Ever Hernandez,16/02/2015,15/01/2015,03/02/2015, 14 ,04/02/2015,,0,Sin Fecha,32,04/02/2015,Cumpli¢,Sin Fecha,20,CICLO4,1,,,,,,,
1,Q4,BXMPRJ-1121,Question,In Progress,Medium,Identificacion de reportes regulatorios,"Requiero identificar la totalidad de los reportes regulatorios generados en TAS ya que de acuerdo a la tabla anexa, solo he identificado 3 de los 7 que integran la parte de mercado de dinero, los reportes que falta por identificar son: 
CVT-ME Compra-Venta de T¡tulos de Deuda M.E. 
CVT-IN Incumplimiento de Operaciones con T¡tulos 
TR-P Transferencias de Custodia de T¡tulos de Deuda M.N. con BM y CB 
R-ME Reportos de T¡tulos de Deuda M.E. 

Solicito me indiquen si TAS los genera y de ser as¡ que nombre les asigna.",Erick V zquez,Jacqueline Barradas,16/02/2015,15/01/2015,04/02/2015, 12 ,05/02/2015,,11,Sin Fecha,32,,No Cumpli¢,Sin Fecha,32,CICLO4,1,,,,,,,
c,Q1,BXMPRJ-1120,Question,Closed,Medium,Actualizaci¢n de cuentas en Contratos,"Actualizar la base de datos de las cuentas integradas en los contratos como: 

a. Cuentas Clabe 
b. Cuentas de cheques 
c. RFC 
d. bancos con estatus Baja. ejemplo IXE su equivalente es BANORTE 


",Isela Mart¡nez,Christian Ramirez,16/02/2015,15/01/2015,03/02/2015, 14 ,04/02/2015,05/02/2015,6,5,32,10/02/2015,No Cumpli¢,No Cumpli¢,26,"CICLO4, PruebasD3",1,,,,,,,
c,Q4,BXMPRJ-1115,Question,Closed,High,Se requiere el nombre de la funci¢n y par metros (tipos de variable y descripci¢n) del proceso de BX+ que envia un archivo por e-mail.,"Se requiere el nombre de la funci¢n y par metros (tipos de variable y descripci¢n) del proceso que envia un archivo por e-mail. 
Adem s un ejemplo de como levantar dicho proceso y su llamado. 
Este proceso es necesario para el env¡o de las cartas confirmaci¢n de Mercado de Dinero.",Sergio Rangel,Sergio Rangel,16/02/2015,14/01/2015,03/02/2015, 14 ,04/02/2015,,-1,Sin Fecha,33,03/02/2015,Cumpli¢,Sin Fecha,19,,1,,,,,,,
,Q2,BXMPRJ-1113,Question,Investigating,Medium,Complemento del reporte Cargos y abonos especiales a clientes (JCAEW100),"El informe ya existe en TAS y se requiere complementar con los siguientes campos: 

Clave promotor: Se refiere a la clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Se refiere al nombre del promotor que tiene asignada la cuenta. 

Regional: Se refiere a la regional a la que pertenece el promotor que tiene asignada la cuenta 

Tipo de contrato: Discrecional o No discrecional. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

Comisi¢n por Servicios Inversi¢n: Debido a que el reporte contiene diversos cargos y abonos, se solicita identificar las comisiones que se le cobran a los clientes en la prestaci¢n de 

Servicios de Inversi¢n. Las opciones son ""S¡"" o ""No"". 

Empleado: Se deber  identificar si el cliente es empleado de la Casa de Bolsa, Las opciones son ""S¡"" o ""No "" 

% Cobro: En el caso de que las comisiones se cobren bajo un porcentaje deber  indicarse en esta columna . 
",Cesar Guzm n,Gerardo Gomez,16/02/2015,14/01/2015,03/02/2015, 14 ,04/02/2015,,12,Sin Fecha,33,,No Cumpli¢,Sin Fecha,33,CICLO4,1,,,,,,,
,Q2,BXMPRJ-1112,Question,Investigating,Medium,Complemento del Rep. De reportos vigentes (DREPW110),"Reporte que existe en Tas, se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Tipo de Valor: Se refiere al tipo de valor seg£n el cat logo de emisoras registradas en TAS 

Servicio: Se refiera al servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Gerardo Gomez,16/02/2015,14/01/2015,03/02/2015, 14 ,04/02/2015,,12,Sin Fecha,33,,No Cumpli¢,Sin Fecha,33,CICLO4,1,,,,,,,
,Q2,BXMPRJ-1111,Question,Investigating,Medium,Complemento del Listado de ¢rdenes de Mesa de Dinero (DORDL001),"El informe ya existe en TAS y se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Servicio: Es el servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Gerardo Gomez,16/02/2015,14/01/2015,03/02/2015, 14 ,04/02/2015,,-1,Sin Fecha,33,02/02/2015,Cumpli¢,Sin Fecha,19,CICLO4,1,,,,,,,
,Q2,BXMPRJ-1110,Question,Investigating,Medium,Complemento del Rep. Valuaci¢n ordenes x Asignar (DORDW230),"Reporte existente en Tas, se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Tipo de Valor: Se refiere al tipo de valor seg£n el cat logo de emisoras registradas en el mismo sistema TAS 

Servicio: Servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Es el perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Gerardo Gomez,16/02/2015,14/01/2015,03/02/2015, 14 ,04/02/2015,,-5,Sin Fecha,33,30/01/2015,Cumpli¢,Sin Fecha,15,CICLO4,1,,,,,,,
,Q2,BXMPRJ-1109,Question,Investigating,Medium,Complemento del Rep. Diario de operaci¢n (DOPEW100),"Este reporte ya existe en Tas y solo se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Servicio: Se refiera al servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Gerardo Gomez,16/02/2015,14/01/2015,03/02/2015, 14 ,04/02/2015,,0,Sin Fecha,33,03/02/2015,Cumpli¢,Sin Fecha,20,CICLO4,1,,,,,,,
